##Centered_IBS.SumPk=28189.683702482253																																																																																																																																																																																																																																																
##Matrix_Type=Centered_IBS																																																																																																																																																																																																																																																
240	AG_ICON	UNCHARTED	SMOKY_HILL	ORO_BLANCO	STURDY_2K	GUYMON	SY_LCS_FLINT	ASPEN	BIG_COUNTRY	ROBIDOUX	FORTIFY_SF	DANBY	KS_HATCHET	HALT	CHISHOLM	CJ	TREGO	SY_ACHIEVE_CL2	SNOWMASS_2	HAWKEN	CRESCENT_AX	KIVARI_AX	BEARPAW	CP7909	OK_RISING	RONL	PROWERS_99	BREAKTHROUGH	HATCHER	AG_GOLDEN	KARL_92	STRAD_CL+	KS_WESTERN_STAR	JACKPOT	INTRADA	OK_CORRAL	AM_EASTWOOD	LARRY	ABOVE	WINTERHAWK	OK12716R-W	MACE	BYRD	ARMOUR	INFINITY_CL	ROCK_STAR	AP502_CL	WB-REDHAWK	AVALANCHE	WHISTLER	WESLEY	2137	MS_MAVERICK	CO02W237	PARADISE	FANNIN	OVERLEY	SNOWMASS	2145	STARDUST	VALLEY	TAM_401	2163	AMPLIFY_SF	MONARCH	CO050233-2	AG_ROBUST	ANTERO	SY_MONUMENT	2174	LONG_BRANCH	CLARA_CL	BILL_BROWN	LAKIN	KS_DALLAS	CP7050AX	CUSTER	PRAIRIE_RED	SY_SOUTHWIND	RIPPER	BETTY	DOMINATOR	SY_GOLD	WB4721	TATANKA	WB4515	CP7869	DENALI	CO970547	STANTON	GALLAGHER	CP7017AX	YUMA	T154	BENTLEY	SPUR	T153	HEYNE	LCS_ATOMIC_AX	LCS_VALIANT	YUMAR	AP_BIGFOOT	LCS_JULEP	NUGRAIN	CUTTER	KS_AHEARN	OGALLALA	KS_HAMILTON	WB4418	WB-STOUT	SY_LEGEND_CL2	THUNDERBOLT	AG_GALLANT	T158	BOND_CL	GOODSTREAK	INCLINE_AX	WAHOO	WB4401	T163	CENTERFIELD	DUSTER	SKYDANCE	ENDURANCE	TAM_114	TAM_112	TAM_111	TAM_110	SETTLER_CL	WB4792	WB-GRAINFIELD	SY_WOLVERINE	MILLENNIUM	SCOUT_66	SY_BENEFIT	OK_BULLET	DELIVER	WB4303	AP_ROADRUNNER	ART	RUBY_LEE	KANMARK	AP_EVERROCK	IBA	T81	SY_SUNRISE	VENANGO	GARRISON	WB4699	SANTA_FE	WB4458	TAM_107	ALLIANCE	SY_GRIT	LOCKETT	LCS_WIZARD	OVERLAND	LCS_LINK	LCS_PISTOL	DOUBLESTOP_CL+	HARRY	WB4595	PROTECTION	TAM_204	TAM_203	JAGALENE	KS_SILVERADO	LCS_REVERE	COWBOY	WB4462	KS_PROVIDENCE	DOANS	BOB_DOLE	CO05W111	JAGGER	HOT_ROD	COSSACK	BRECK	BYRD_CL_PLUS	SUNSHINE	ONAGA	GUARDIAN	HIGH_COUNTRY	TAM_304	GREER	AM_CARTWRIGHT	TAM_302	OK101	OK102	BILLINGS	AKRON	THUNDER_CL	LANGIN	SPIRIT_RIDER	HITCH	PETE	NUHORIZON	SMITHS_GOLD	STEAMBOAT	LCS_MINT	BRAWL_CL_PLUS	KEOTA	CO16SF032	WB-CEDAR	1863	FULLER	WB4269	EVEREST	AVERY	MCGILL	ZENDA	SHOCKER	CANVAS	TOMAHAWK	IKE	SHOWDOWN	OAKLEY_CL	SY_WOLF	CAMELOT	LCS_PHOTON_AX	LONERIDER	OKFIELD	NUFRONTIER	NUHILLS	CO16SF067	ANKOR	AG_RADICAL	NUDAKOTA	SY_RUGGED	JOE	NUPLAINS	OK12716	CORONADO	LCS_CHROME	GREEN_HAMMER	RUTH	LCS_HELIX_AX	POSTROCK	BAKERS_ANN	ENHANCER
AG_ICON	2.1989615	0.106634125	0.09260325	-0.06778782	0.053179767	0.07743815	-0.021467995	0.086982764	0.006831956	-0.1377635	-0.26214716	-0.18622498	0.1547159	-0.22780028	-0.18007195	0.001005824	-0.25580806	-0.02746026	-0.018571977	0.04779922	-0.23134589	-0.23874542	0.21400468	0.2342931	-0.13825701	-0.23728864	-0.0382489	-0.055725783	-0.096935615	-0.18155551	0.16528799	0.283893	-0.14830278	-0.11356593	-0.117339656	0.20113769	0.2197865	0.41833872	-0.17877676	-0.08099683	-0.021783967	-0.004407663	-0.31357676	-0.09195466	-0.027059134	-0.036189657	-0.2488891	0.17547023	-0.18073475	-0.16749895	-0.05500268	-0.053728886	-0.11668768	-0.17734872	0.13387571	-0.10239359	0.24802497	-0.11207355	-0.10914251	-0.12373203	0.04665814	0.25183946	0.018717071	0.035760403	0.03863613	-0.17239894	-0.22277121	-0.09598654	0.19434886	0.10815175	-0.20706159	-0.22727005	-0.14171217	0.03411306	-0.1351395	-0.2840991	-0.073610276	-0.29865578	-0.008929528	-0.2650438	0.18463086	0.010239872	0.14971012	-0.07424691	-0.098124824	0.12977958	-0.029777862	-0.08955112	-0.25980854	0.05157959	0.031113168	-0.22983867	-0.12562886	0.098151416	-0.053856354	7.71E-04	-0.13233376	0.2288199	-0.3016612	0.06072414	-0.13693397	0.029557476	0.12397439	0.04680114	0.2427372	0.16455913	-0.1495887	-0.010647101	0.051648542	0.16306305	-0.092863664	-0.18934405	-0.23855822	-0.25018713	-0.2083741	-0.045260668	-0.18426839	-0.14903772	0.14696936	-0.20559949	0.047562115	-0.055018816	-0.053578127	-0.002406496	-0.14967227	-0.19250908	-0.04410374	-0.26945734	0.015877984	-0.13685909	0.2339688	0.21784236	-0.003860829	-0.11382566	0.079439774	-0.010844213	0.05777494	0.21109912	0.001226459	0.10239604	-0.18950507	-0.10422509	0.041407123	-0.093167126	-0.07851529	-0.008887248	-0.0568621	0.13327223	0.53483015	0.23886745	0.22240116	-0.28477043	-0.11662745	0.09000257	-0.22130762	-0.08439436	-0.0527575	0.16483423	-0.23513106	0.09701313	-0.13822243	-0.13376455	0.1442945	-0.02805254	0.43282995	0.17487243	-0.03923986	-0.25368765	-0.03395704	-0.08352703	0.3455662	0.099717446	0.2511651	-0.07538396	0.38298824	0.17301536	0.0675145	-0.03216101	-0.11464204	-0.06624231	0.03468806	-0.14455105	0.36092767	0.023493802	0.09561673	0.07084	0.09926961	-0.007419531	0.075179935	-0.07125155	-0.14671499	0.13664195	-0.26002172	0.11918626	0.78679526	0.06989068	-0.012022682	-0.16972491	-0.19383778	0.1591886	-0.13676225	0.019753052	0.027213665	0.059313796	0.17300491	0.056525517	0.012185323	0.10430585	-0.2700595	-0.11666405	0.14487076	0.23465124	-0.11591492	-0.020692432	-0.14598857	-0.050224047	-0.08727578	0.31055936	-0.13981682	-0.25146937	0.11742014	-0.025904944	-0.10545926	-0.009133703	-0.04678367	-0.15182859	0.17651385	0.12030438	0.17195697	0.030779835	-0.0807564	-0.0260676	0.19723268	0.78798455	0.24518204	0.118987024	-0.22113559	-0.11085204	-0.15263477	-0.06486285
UNCHARTED	0.106634125	1.9085331	0.017432408	-0.027171612	0.056300018	-0.071057335	0.11780136	-0.014829026	0.024212738	0.001080143	-0.02433119	-0.18083437	0.104838036	-0.045926724	-0.008343947	0.08018217	-0.14044814	0.019257443	-0.039751414	-0.07767368	-0.048585437	-0.036651716	0.07118483	0.0597952	-0.08983653	-0.11192513	0.053059585	-0.002126093	-0.008642369	0.018516194	0.044426683	-0.061979696	-0.017831048	0.02307832	-0.027804831	0.023588968	-0.062091164	0.041319925	-0.047453646	0.03588839	-0.029838081	0.06799314	-0.06011675	0.02950661	-0.033907082	-0.10784858	-0.09869381	-0.026484603	-0.15065426	0.04332139	0.024173675	0.0706414	0.056991424	-0.11399368	-0.11018675	0.06479377	0.073136814	-0.032116663	-0.15256414	-0.056900557	-0.012017269	-0.007547722	0.024994498	0.08364879	-0.043487567	-0.007872157	-0.108794846	-0.032986242	0.08249796	0.0856244	-0.09528458	-0.12358114	0.003552221	0.048584964	-0.051315926	-0.10410566	0.010851767	-0.09439819	0.012353315	-0.051988576	0.021555558	0.023576558	-0.13277055	0.001914216	-0.17155737	0.06372556	-0.042301696	-0.060428463	-0.07314605	0.011953677	0.123343945	-0.08943419	-0.044111177	0.02337081	0.3119144	-0.001714151	-0.0465592	0.06365167	-0.039155312	0.00942734	0.04281114	1.13E-04	0.07803412	0.006039959	0.09484462	0.08811126	-0.016456412	0.021881081	0.104219556	-0.022502828	-0.02039181	-0.0299256	-0.082474194	-0.0882854	0.04480214	-0.046893965	0.006934833	-0.07958114	-0.01965336	-0.050295923	0.041884832	0.20855126	0.0356729	0.120473854	-0.06531661	0.027073277	0.014107539	-0.11660146	0.03418105	-0.07520675	-0.08256689	0.06260686	-0.04082626	-0.06306389	-0.10257867	-0.048944805	0.062526986	-0.04963608	0.08540472	-0.07713923	-0.056833982	-0.089504845	-0.04085849	0.060859434	-0.00370219	-0.07735352	-0.008441649	-0.006851377	0.09743458	-0.09646956	0.009910646	-0.1126877	-0.07264126	0.014406046	-0.08225117	-0.040372636	-0.02501831	-0.007854556	-0.065602496	0.025779951	-0.017257655	-0.03908599	-0.025307989	-0.035042387	0.014554924	-0.004095187	-0.07957527	-0.08799029	0.014818201	-0.016553666	0.057799883	0.0758775	0.08624519	-0.010432646	-0.058025714	0.03502002	0.08517904	0.007426434	0.005506872	-0.05318938	0.04454837	-0.007374619	0.006470293	0.023918027	-0.09477365	0.070980445	0.027433336	0.021703094	0.052723423	0.042547453	-0.03873376	-0.0862779	-0.03391209	0.06068825	0.11303677	-0.013900355	-0.10720093	0.096044555	-0.023386827	0.10533757	-0.02519807	0.05724759	0.07155465	0.016885415	0.07917475	-0.025349898	0.012148272	0.12480829	-0.048455123	-0.06615057	0.0677489	-0.04091201	-0.028579462	-0.10317091	-0.058830522	-0.031176023	0.050751984	0.023147775	-0.06862202	-0.14742571	0.051188797	0.051604252	0.053356234	-0.013214697	-0.12798512	-0.068785526	-0.013911902	-0.08608473	0.04918006	0.05908659	-0.071002506	-0.013546804	0.017094437	0.021638993	0.018643774	0.06258199	-0.130643	-0.0980829	0.035943333	0.012646282
SMOKY_HILL	0.09260325	0.017432408	1.9492553	0.022650676	-0.13953498	-0.24088985	-0.043659333	-0.18171717	-0.0317838	-0.15090898	-0.22165605	-0.16921748	-0.018630058	-0.095289566	-0.17448719	0.06778315	-0.23645933	0.23186983	0.22287914	0.24650432	-0.06893066	-0.14979684	-0.06604705	0.3049727	0.2655231	-0.20726226	-0.048485618	0.052768975	-0.10578871	-0.085654	0.001200784	-0.006197735	-0.03349365	0.050339133	-0.16553341	0.042690836	0.07999886	0.10529636	-0.22611907	-0.13376674	0.32257718	-0.11106254	-0.1835848	-0.16338402	-0.009838874	0.25290298	-0.21425115	0.20890199	-0.12662156	-0.060032938	-0.12519035	-0.1025612	0.016993666	-0.034195907	0.26411587	-0.027634537	0.29227638	0.037500132	-0.18752463	0.118783385	5.93E-04	0.36444914	-0.1336992	-0.028325716	0.23847632	-0.09646928	-0.16007338	-0.12044822	0.29592615	-0.06969929	-0.181434	-0.2398835	0.15738423	-0.04136017	-0.024161458	-0.18592724	-0.18462852	-0.24762885	0.13624528	-0.11000719	0.034733266	0.05977689	0.21340129	0.15670401	-0.08335218	0.21684806	-0.0689613	0.025506316	-0.09175303	-0.1452501	-0.09810316	-0.19236282	-0.032600738	-0.059302174	0.080286115	-0.09825746	-0.13614956	0.12794732	-0.1812472	-0.026774744	0.001110651	-0.06368824	0.18741725	-0.184935	0.172514	-0.08072802	-0.2560662	-0.010135094	0.017396096	0.1399848	0.2836369	-0.18932872	-0.21995446	-0.19249108	-0.10920902	-0.03577375	-0.13150324	-0.16853304	-0.17816964	-0.20171745	0.024732262	-0.101616226	-0.098614715	-0.11828457	0.039171085	-0.17358615	-0.13997453	-0.2263766	-0.06530658	-0.12183819	0.31748995	0.058473185	-0.049110334	0.006020769	0.12457795	0.13582055	-0.006417561	0.07315616	0.097660065	0.13490556	-0.12850995	-0.024251428	-0.028603079	0.09021324	-0.18052308	-0.16059412	-0.17838056	-0.15880501	0.17329472	0.3201182	0.374458	-0.22150493	0.078813985	0.17146619	-0.12256821	-0.082534395	-0.061575178	-0.011491546	-0.14206757	-0.073743165	-0.037425507	-0.15733932	0.14661568	-0.062553346	0.07689952	0.13437654	0.001215864	-0.19812007	-0.039511096	-0.023631575	0.06310243	0.039072357	0.14075002	-0.05763163	0.59279656	-0.13580574	-0.11686382	0.017092213	-0.097137935	-0.08917865	-0.11049155	-0.049358964	0.13621542	-0.08560877	0.3063474	0.14609566	-0.11870256	-0.17572816	-0.12948948	-0.11313094	-0.12396086	-0.09647755	-0.12492144	0.103735	0.17747435	-0.002815631	-0.16532587	0.024758754	-0.1921906	0.1804883	-0.13827227	-0.006021142	-0.03218986	-0.20122716	0.12725882	0.36094302	-0.036966253	-0.028919006	-0.1706815	-0.10547434	0.122998714	0.29731357	-0.0712378	0.5251253	0.011176446	0.33801845	0.054635484	0.19191425	-0.06849875	-0.14340027	0.113710694	-0.1840325	-0.123606555	0.16002159	-0.107322395	-0.11130197	0.016506124	0.52695775	0.0704458	0.10685143	-0.20156534	0.34692106	0.10146839	0.17493883	0.13785318	-0.074046895	-0.16223347	0.2624204	-0.16031723	-0.01876677
ORO_BLANCO	-0.06778782	-0.027171612	0.022650676	1.8733145	-0.020355709	0.19184375	-0.09152701	-0.022736195	0.022690935	0.111407794	-0.19648285	-0.027973443	-0.21367924	-0.21924901	-0.009227214	0.3055519	-2.51E-04	-0.28024575	0.08661043	0.27419618	-0.051526245	-0.032426834	0.006696656	-0.034491047	-0.31764686	-0.015858063	0.33479738	0.06712262	0.28065148	0.1113906	0.14971694	0.002373632	-0.078665346	-0.1833767	0.40047598	-0.039834943	-0.22150767	-0.21820408	-0.09817778	-0.047400933	-0.14235798	0.48201352	-0.1456764	0.10528256	0.013205859	-0.17343643	-0.2516541	0.016655274	0.18599725	-0.110383816	0.27352375	0.016724452	-0.006397051	0.026876975	-0.30968884	0.07079244	-0.24091072	0.057245772	-0.01939128	-0.176125	-0.089950025	-0.22606382	-0.055527892	0.096777745	-0.07101184	-0.064236805	-0.1381283	0.04250594	-0.011681912	0.024541762	-0.14842102	-0.04088777	0.16531713	0.10790101	-0.026338719	-0.104634225	-0.07484981	-0.23540364	0.20139764	-0.122791104	-0.06531663	0.6797421	0.05598999	-0.08917936	-0.017774127	-0.17423025	0.35497478	0.138655	-0.122309424	-0.0338042	0.056408163	-0.16240062	0.3890296	0.07750766	-0.12412819	0.17374359	-0.05606263	0.14787044	-0.10137312	0.044585615	0.47687405	0.012673952	0.08793488	0.31211296	0.062283017	-0.11766973	0.1771286	-0.021038933	0.019795036	-0.3110445	-0.1232983	-0.00274898	-0.15973298	-0.18051419	0.1686808	0.13856748	0.069869205	0.11141425	-0.03078862	-0.06884531	-0.108308434	-0.12241733	0.029291142	-0.08729362	0.09634178	1.52E-04	0.15295616	-0.22678009	0.16636054	-0.019296238	-0.16433084	0.07967333	0.14608964	2.25E-04	-0.043546405	-0.33713177	0.14851941	0.12248711	-0.028179385	-0.007322925	-0.091346525	0.070167005	-0.17601082	0.027694771	0.03777045	0.03410921	0.1576865	0.042177208	-0.039775237	-0.23080598	-0.2123657	-0.21360758	0.029988477	-0.16019331	-0.12588055	-0.061724443	0.08410314	0.24990284	-0.12831686	0.07264461	-0.022752577	0.010829427	-0.23062788	0.35510385	-0.07253011	-0.06876066	0.034902856	-0.1767071	0.13628463	0.043897506	0.13105719	0.1633952	-0.037661865	0.26250756	-0.27625805	-0.07941543	0.033319596	0.081251346	0.04726328	0.004849534	0.104006276	-0.09765233	0.006828512	0.07716787	-0.20757736	-0.033167593	-0.010165513	0.02330296	0.19870238	-0.006651395	-0.02021278	-0.10408231	-0.053206433	-0.20319906	-0.04354177	0.0043368	0.03562087	-0.10629546	-0.013486045	0.07093134	-0.02948687	7.41E-04	0.06854293	-0.031674903	-0.12018543	-0.23808378	0.06514997	-0.055537745	-0.11514263	0.011931211	-0.10844676	-0.08883379	-0.033790637	0.2262084	0.005629243	-0.15809835	-0.011714135	0.055858295	0.022904363	-0.11854636	-0.1987573	-0.034061827	0.08507351	-0.013530393	0.006996915	-0.036074966	0.002232329	0.11392106	0.07465387	-0.003592359	0.14961365	-0.14054002	0.042922977	-0.22355358	-0.20678978	-0.019288434	-0.09920948	-0.15696613	-0.19080271	-0.04506628
STURDY_2K	0.053179767	0.056300018	-0.13953498	-0.020355709	2.0743482	-0.07030753	0.06580135	0.2877689	0.21570614	-0.009840965	-0.08598005	-0.10814332	-0.04666646	-0.18565382	-0.13515851	-0.029214622	-0.06889223	-0.12657116	-7.61E-04	-0.023996668	-0.06915551	-0.09156054	0.070622124	0.05426614	-0.18511479	-0.10294534	0.06810542	0.07602791	0.097855374	-0.002905184	0.0404585	-0.0715173	-0.10158018	-0.13211541	-0.049048845	0.08989472	-0.117673986	-0.058853738	-0.22602466	0.042526886	-0.0946796	0.07356752	-0.1392898	0.036074225	-0.007438627	-0.017243218	-0.23881112	-0.05361732	-0.08101402	-0.047912803	0.06025561	0.7491568	-0.040698994	0.008148079	-0.119653404	-0.053223267	-0.14431378	0.055367008	-0.086010106	-0.2036515	-0.15397926	-0.039575774	0.98201615	-0.004995769	-0.002439338	-0.12872705	-0.09406828	-0.07966512	0.03170411	0.010885591	-0.18155243	-0.08895369	-0.042488094	0.043020424	-0.12105289	-0.15926278	-0.028342115	-0.26218522	-0.07551083	-0.12048397	0.006484015	0.12712996	-0.057454366	-0.07246976	-0.1668344	-0.04166273	0.07019114	0.060755495	-0.10020779	-0.004359453	0.22501734	-0.19088486	-0.007426201	0.022098614	-0.12632623	0.04515181	-0.071953654	-0.04925711	-0.08803354	0.110000916	0.006384241	-0.07817357	-0.0914556	-0.019141639	-0.057440214	0.1691032	-0.03376283	-0.053602725	0.14491306	-0.15708616	-0.18693723	-0.17288086	-0.14082398	-0.24088956	-0.03557705	0.057156067	-0.026760507	0.016132485	0.27262166	-0.026097767	-0.07301049	0.063219324	0.12812297	0.19252644	-0.011249364	-0.10523982	0.028124595	-0.2663677	0.036066066	-0.05753583	-0.1664934	0.009116908	0.07904513	0.002461406	-0.08426918	-0.20516726	0.04021875	0.042813927	0.006728371	-0.05570805	0.012770899	-0.10280271	0.10146794	0.10332662	-0.040412847	0.007185804	0.157404	0.18549335	0.060652934	-0.1177845	-0.07632171	-0.22286496	0.04247662	-0.07342257	-0.05961387	0.29056895	0.07764821	0.04348115	-0.12377494	0.034546904	0.07987495	-0.017761216	-0.15928835	0.06904313	0.073482044	-0.1574443	-0.04033616	-0.24304208	0.03678147	0.15521622	0.019741246	0.06719121	0.17543156	0.05381564	-0.17476562	0.33304176	0.11771356	-0.024246918	-0.015169551	-0.042116605	0.16115612	-0.09460024	0.097785175	0.24059781	-0.0742648	0.21469034	0.5624566	0.4348024	-0.006548661	0.1859736	-0.03897721	-0.13600753	-0.11943497	-0.06296917	0.047131073	-0.038727257	-0.01627622	-0.09856079	-0.091953166	-0.11736316	-0.07609834	-0.027636776	-0.05245744	0.34598234	-0.10780366	-0.09583175	-0.007463883	0.4658599	-0.10698228	0.01069094	0.2256129	0.031779032	-0.055641256	-0.010720828	-0.00632414	-0.11017168	-0.12051146	0.002613219	0.021770498	-0.16405812	-0.06193288	-0.11295461	0.33626607	-0.15067142	-0.07381149	-0.022132386	0.07999261	-0.06373124	-0.07210056	-0.007067487	-0.11480798	-0.1095345	0.090459496	-0.059485175	0.005984448	0.03250494	-0.15160318	-0.14490363	-0.036596045	0.005733736
GUYMON	0.07743815	-0.071057335	-0.24088985	0.19184375	-0.07030753	2.034535	0.15057842	0.30440027	0.030490698	0.37334302	-0.075414576	0.1842628	0.113102525	-0.16593604	0.16842191	0.046268165	-0.017992893	-0.21299149	-0.07348806	0.08337724	-0.1036065	-0.025300948	0.08019435	-0.048685066	-0.2994886	-0.03093895	0.030710068	-0.079070054	-0.025883606	0.03525899	0.02275118	0.27260998	-0.17331436	-0.20005383	0.6609923	-0.07609373	-0.02257395	-0.073829435	-0.07335048	-0.06400722	-0.1697483	0.012369138	-0.043586735	0.17133066	-0.06601191	-0.1514115	-0.16137718	0.013529106	0.086594775	-0.02759197	0.05269392	0.01203744	-0.079300426	-0.08181971	-0.25485048	0.12605654	-0.15613237	-0.06010654	0.27663454	-0.034588378	0.004370815	-0.086052485	-0.059824698	0.0902106	-0.14270915	-0.036855277	-0.15565689	0.12607819	-0.09859763	0.1198204	-0.16708481	-0.033903856	-0.06040823	0.011549253	-0.118752874	-0.05650045	0.0793156	-0.16719164	0.009833819	-0.19338879	-0.012074646	-0.013033432	-0.07941851	-0.20638986	0.07995223	-0.19307142	0.2048446	-0.076889284	-0.17985259	0.12018387	-0.023731956	-0.104724385	-0.04929127	0.03610513	-0.11544149	0.003535094	-0.06238144	-0.053909987	-0.060334172	0.027837392	-0.057723	-0.045898	0.038728066	0.6422292	0.16894892	-0.09188457	0.4354811	-0.09394232	-0.1069934	-0.1266907	-0.1865528	0.33673236	-0.16608725	-0.1838177	-0.050446376	-0.025965175	-0.047554057	0.087784156	0.25541097	-0.15083	-0.076067016	0.09091871	0.025349122	-0.121530436	-0.0499218	0.21387832	0.006266906	-0.1746378	0.019777765	0.15782085	-0.1313444	-0.0530037	0.004402196	-0.13167143	0.055989157	-0.15419692	0.068308316	0.16969866	-0.12474394	0.14719734	0.005173753	0.020250726	-0.044087492	0.098709255	-0.027931776	-0.021908628	0.25410032	0.2321359	0.041171968	-0.035987318	-0.0983213	-0.1390102	-0.16256864	-0.055975206	-0.12833273	-0.053782657	-0.081777625	0.12513645	-0.18451212	0.022231644	-0.12932082	0.1003258	-0.09366721	0.20280965	0.08536014	0.222086	-0.06850824	-0.19175248	-0.018670117	-0.099741	-9.10E-04	-0.08499791	-0.14838053	0.04157137	-0.1466405	0.19773825	-0.027380731	0.029880553	0.018170187	0.020134384	-0.046585195	-0.016563306	0.017927501	-0.10002893	-0.24695788	-0.17254925	0.057372496	0.003929728	0.27752104	0.047690284	-0.09535109	0.062605485	-0.07343095	-0.04161953	0.10633136	0.14612189	0.45310944	-0.17171386	0.022409204	-0.035778746	0.076043695	0.057565905	0.06169206	0.31124762	0.029936017	-0.18005271	0.023605553	-0.16249622	0.037497446	0.016148152	-0.21341875	-0.2243843	0.001572511	-0.20299551	-0.10945277	-0.22585806	-0.044886746	-0.1253472	-0.14244428	-0.0573582	-0.051757667	0.08381369	0.13381028	0.40434846	0.21082579	-0.103267066	-0.04697451	-0.23426037	-0.09807331	-0.09565175	0.4603256	-0.20297873	0.035469107	-0.06477653	-0.07124812	0.14566115	-0.09258029	-0.0967712	-0.041284323	-0.049114767
SY_LCS_FLINT	-0.021467995	0.11780136	-0.043659333	-0.09152701	0.06580135	0.15057842	1.772834	0.14522392	0.032933746	0.17730927	-0.1229899	0.17638278	0.57074755	-0.1600521	0.19966978	-0.005138258	-0.026866129	0.115350835	-0.053733766	0.04282577	-0.07281982	-0.036479976	-0.09639981	-0.062737525	-0.05404889	-0.05173144	-0.04056185	-0.086666174	-0.05753112	0.11230377	0.12235737	0.011623167	-0.13067934	-0.022227608	3.20E-04	-0.041156627	-0.018712139	0.011303329	-0.22521928	0.014101722	0.016378894	-0.09008439	-0.1327021	-0.04651968	-0.021177553	-0.10132702	-0.16776732	-0.12837146	-0.001704736	-0.022275634	-0.07909657	0.07922047	0.06191667	-0.050217107	0.013930981	-0.042307768	0.013854166	-0.04287092	0.07701783	0.010387907	0.09645652	0.01128333	0.08909031	-0.06268701	-0.122848496	-0.19599625	-0.13427077	0.03405398	0.02080304	0.1380848	-0.14399602	0.038600225	-0.111921154	-0.077849865	-0.10155271	-0.12411859	0.15153591	-0.18812609	-0.002977052	-0.09087371	0.03368204	-0.12439098	0.002840797	-0.022461962	0.17789106	0.0701762	-0.08235739	-0.14968656	-0.15325189	-0.11884446	0.30571	-0.13874862	-0.14922613	-0.005013995	-0.028996164	9.05E-04	-0.1346112	-0.026706137	-0.10301411	0.014423525	-0.112215705	-0.04008501	-0.061738938	-0.05948604	-0.115947284	0.26387912	0.124085836	-0.001821261	0.051570557	0.039500102	0.048741322	0.17297994	-0.12806387	-0.12326843	-0.13800089	-0.045445137	-0.08583521	0.08057819	0.19666126	-0.094182834	-0.023428349	0.6157513	0.029352894	0.039268322	0.083561994	-0.1248319	-0.12864536	-0.17826097	-0.003178618	0.023972813	-0.020741364	-0.030198753	-0.04526617	-0.04653862	0.15112554	-0.076017104	-0.011583774	-0.10462639	0.1909342	0.07347767	0.09236396	-0.03296497	0.05519938	0.48639962	-0.11108747	0.06567192	0.08169207	0.012228006	-0.07770606	0.033004783	0.04974226	-0.1512536	-0.007161917	0.132919	-8.80E-04	0.022765381	-0.074155405	-0.065008745	-0.114881486	-2.28E-04	-0.03769629	-0.048776012	-0.07898581	-0.07722657	-0.079740494	0.24013738	-0.048824914	-0.13226743	-0.14889978	7.80E-05	-0.028230052	-0.004512203	0.01337601	-0.16524664	0.010930086	0.17726503	0.089217424	-0.040788274	-0.14536956	-0.006121064	0.015418559	-0.12518929	-0.02897385	0.006778472	-0.100703396	0.02741278	0.12285269	0.07973286	0.13750063	0.10721089	-0.026961984	-0.20494394	-0.15186869	-0.08571847	-0.009708783	-0.085031256	0.097797655	-0.03918784	0.052415412	-0.06838409	-0.11679751	0.22776543	-0.06945998	0.17700934	-0.03899469	0.027926346	-0.0378756	0.008767378	-0.11955058	0.041223533	0.03393654	-0.042123754	-0.059553903	-0.1161955	-0.058445945	-0.003618368	-0.07405105	-0.022016237	-0.014317021	-0.13239037	-0.08688156	-0.06287582	0.16104956	0.24751344	0.08655588	-0.031614445	-0.077841595	-0.18467245	-0.056573518	0.100301705	0.2071078	-0.026358517	-0.036157597	0.08101674	-0.115205176	0.06807481	-0.16942166	0.10946967	-0.043772258	-0.026770918
