"Region","YOR","G","BLUP"
"Australia",2001,"Wyalkatchem",3.77525669799693
"Australia",1999,"Yitpi",3.70699423849266
"Argentina",2018,"365",3.78351388336491
"Argentina",2019,"603",3.65020279068079
"Argentina",2018,"914",3.70392260899665
"Argentina",2018,"915",3.57308441412686
"Argentina",2019,"916",3.49681157796294
"Argentina",2018,"920",3.69967887870133
"Argentina",2002,"ACA 303",3.7948530729795
"Argentina",2015,"ACA 303 PLUS",3.70137909246861
"Argentina",2004,"ACA 304",3.65867833235016
"Argentina",2014,"ACA 307",3.78576253478411
"Argentina",2006,"ACA 315",3.68397850860767
"Argentina",2009,"ACA 320",3.70255217194123
"Argentina",2012,"ACA 356",3.55115014133399
"Argentina",2013,"ACA 360",3.77641078957929
"Argentina",2003,"ACA 601",3.71668016110994
"Argentina",2013,"ACA 602",3.90276861776564
"Argentina",2020,"ACA 604",3.74320778210352
"Argentina",2004,"ACA 801",3.58458737813814
"Argentina",2006,"ACA 901",3.64317183720098
"Argentina",2008,"ACA 903 B",3.5455805288765
"Argentina",2010,"ACA 906",3.86390844328508
"Argentina",2013,"ACA 908",3.71246461663431
"Argentina",2015,"ACA 909",3.71825980345538
"Argentina",2015,"ACA 910",3.65500337830884
"Argentina",2020,"ACA 917",3.8377600112553
"Argentina",2009,"AGP FAST",3.82690254916269
"Argentina",2015,"ALGARROBO",3.78598100528451
"Argentina",2013,"ALHAMBRA",3.80476494904689
"Argentina",2010,"AREX",3.83143930001759
"Argentina",2008,"ATLAX",3.79446634220689
"Argentina",1999,"BAGUETTE 10",3.881167937627
"Argentina",2006,"BAGUETTE 19",3.88315556818892
"Argentina",2009,"BAGUETTE 30",3.96756263578281
"Argentina",2009,"BAGUETTE 31",4.03458370115884
"Argentina",2017,"BAGUETTE 450",3.67588841529628
"Argentina",2012,"BAGUETTE 501",4.06756849921884
"Argentina",2018,"BAGUETTE 550",3.77788831579761
"Argentina",2017,"BAGUETTE 620",4.05930888426937
"Argentina",2016,"BAGUETTE 750",4.00503620932926
"Argentina",2012,"BAGUETTE 801 PREMIUM",3.96367449128151
"Argentina",2012,"BAGUETTE 802",4.37437122585945
"Argentina",2007,"BAGUETTE 9",3.9606246842761
"Argentina",2004,"BAGUETTE PREMIUM 11",3.89393412417382
"Argentina",2001,"BAGUETTE PREMIUM 13",3.81309891364649
"Argentina",2016,"BASILIO",4.12627731873745
"Argentina",2016,"BIOCERES 1008",3.79655261433816
"Argentina",2004,"BIOINTA 1000",3.54611150394534
"Argentina",2004,"BIOINTA 1001",3.55999860514846
"Argentina",2005,"BIOINTA 1002",3.56415861036325
"Argentina",2005,"BIOINTA 1003",3.5571672342258
"Argentina",2006,"BIOINTA 1004",3.46577327686795
"Argentina",2008,"BIOINTA 1005",3.57322342772963
"Argentina",2009,"BIOINTA 1006",3.65652237888331
"Argentina",2012,"BIOINTA 1007",3.35748357449481
"Argentina",2008,"BIOINTA 2004",3.56913918779239
"Argentina",2011,"BIOINTA 2006",3.45973646935854
"Argentina",2004,"BIOINTA 3000",3.80486154774077
"Argentina",2006,"BIOINTA 3004",3.80716554110348
"Argentina",2009,"BIOINTA 3005",3.77107658232956
"Argentina",2012,"BIOINTA 3006",3.84001383386676
"Argentina",2012,"BIOINTA 3007 BB",3.49634637495095
"Argentina",2013,"BIOINTA 3008",3.58484536448048
"Argentina",2005,"BUCK 75 ANIVERSARIO",3.62257793264836
"Argentina",1998,"BUCK ARRIERO",3.71522897572388
"Argentina",2014,"BUCK BELLACO",3.82579223226935
"Argentina",2016,"BUCK CLARAZ",3.68934404463219
"Argentina",2019,"BUCK CUMELÉN",4.05291487033608
"Argentina",2017,"BUCK DESTELLO",4.04516418416571
"Argentina",2006,"BUCK MALEVO",3.66758435253517
"Argentina",2002,"BUCK MATACO",3.6116738232291
"Argentina",2008,"BUCK METEORO",3.54873710598547
"Argentina",2012,"BUCK PLENO",3.94122034227911
"Argentina",2007,"BUCK PUELCHE",3.72742537266834
"Argentina",2015,"BUCK SAETA",3.81930036188838
"Argentina",2008,"BUCK TAITA",3.77448149312345
"Argentina",2013,"BUCK TILCARA",3.61931060904537
"Argentina",2013,"CAMBIUM",3.63072869064954
"Argentina",2013,"CEDRO",4.29375264894974
"Argentina",2015,"CEIBO",3.88053934748065
"Argentina",2011,"CIPRÉS",3.97929804602131
"Argentina",2005,"CRONOX",3.76344938620418
"Argentina",2012,"FLORIPÁN 100",3.56098312964757
"Argentina",2012,"FLORIPÁN 200",3.46308289254338
"Argentina",2012,"FLORIPÁN 300",3.49149918905489
"Argentina",2018,"GINGKO",3.79347293472962
"Argentina",2018,"GUAYABO",4.08986270597749
"Argentina",2018,"JACARANDÁ",4.17919476185797
"Argentina",2004,"KLEIN CAPRICORNIO",3.7007226291198
"Argentina",2007,"KLEIN CARPINCHO",3.7683526412702
"Argentina",2005,"KLEIN CASTOR",3.58234542612955
"Argentina",2002,"KLEIN CHAJÁ",3.43037318973538
"Argentina",2019,"KLEIN CIEN AÑOS",3.8630537902833
"Argentina",2013,"KLEIN FLAMENCO",3.71141610764395
"Argentina",2003,"KLEIN FLECHA",3.53847255591863
"Argentina",2004,"KLEIN GAVILÁN",3.62819319228424
"Argentina",2010,"KLEIN GLADIADOR",3.84443070300212
"Argentina",2007,"KLEIN GUERRERO",3.93014912408378
"Argentina",2016,"KLEIN LANZA",3.51848828481273
"Argentina",2009,"KLEIN LEÓN",3.79201157305265
"Argentina",2013,"KLEIN LIEBRE",3.9067545667288
"Argentina",2017,"KLEIN MINERVA",3.7008847540004
"Argentina",2009,"KLEIN NUTRIA",3.67388730171153
"Argentina",2008,"KLEIN PANTERA",3.86049780673673
"Argentina",2018,"KLEIN POTRO",3.73411379831718
"Argentina",2003,"KLEIN PROTEO",3.3900374569952
"Argentina",2010,"KLEIN RAYO",3.81552161218218
"Argentina",2012,"KLEIN ROBLE",3.62553593816534
"Argentina",2014,"KLEIN SERPIENTE",3.66898051843475
"Argentina",2005,"KLEIN TAURO",3.67652820631779
"Argentina",2008,"KLEIN TIGRE",3.60201932848749
"Argentina",2015,"KLEIN TITANIO CL",3.41839681106265
"Argentina",2018,"KLEIN VALOR",3.78558025493298
"Argentina",2010,"KLEIN YARARÁ",3.77559587610878
"Argentina",2006,"KLEIN ZORRO",3.61458021382712
"Argentina",2016,"KLEINPROMETEO",3.47200323582549
"Argentina",2013,"LAPACHO",4.02624811728477
"Argentina",2005,"LE 2271",3.7029325132303
"Argentina",2005,"LE 2294",3.61698223280313
"Argentina",2009,"LE 2330",3.69133596887294
"Argentina",2009,"LE 2331",3.74099628440555
"Argentina",2009,"LE 2333",3.63948938035406
"Argentina",2017,"LG ARLASK",3.61458956935994
"Argentina",2018,"LGWA11-0169 (PAMPERO)",3.83090077724611
"Argentina",2016,"MS INTA 116",3.72850360618282
"Argentina",2019,"MS INTA 119",4.10398885840031
"Argentina",2016,"MS INTA 415",3.74445454071457
"Argentina",2015,"MS INTA 815",3.62271144023496
"Argentina",2016,"MS INTA BONAERENSE 215",3.79576650701564
"Argentina",2015,"MS INTA BONAERENSE 514",3.55201552903491
"Argentina",2018,"MS INTA BONAERENSE 817",3.75809871857451
"Argentina",2018,"ÑANDUBAY",3.80970551884022
"Argentina",2004,"ONIX",3.76164428412908
"Argentina",2014,"RGT GARDELL",4.11471031634859
"Argentina",2016,"SN 90",3.71301679219126
"Argentina",2006,"SRM NOGAL",3.91541937767827
"Argentina",2010,"SY 100",3.75834356889779
"Argentina",2011,"SY 110",3.8777529032487
"Argentina",2017,"SY 120",4.22747088210998
"Argentina",2010,"SY 200",4.06511985587871
"Argentina",2015,"SY 211",4.03487909420186
"Argentina",2010,"SY 300",4.05200837601566
"Argentina",2015,"SY 330",3.77473771271539
"Argentina",2019,"TBIO AUDAZ",3.54805584518701
"Argentina",2007,"THEMIX L",3.64334703597037
"Argentina",2013,"TIMBÓ",4.07683882412043
